Time Relative (sec),Pressure_(mBar),Raw_Signal_Amps,mz,True_Concentration_ppm,Primary_Gas
108.342,1.469304334e-05,1.52171678e-10,18,100,Methane
108.579,1.485001212e-05,1.51063051e-10,18,100,Methane
108.815,1.454195171e-05,1.51154908e-10,18,100,Methane
109.052,1.462718865e-05,1.534053301e-10,18,100,Methane
109.289,1.480487026e-05,1.51716556e-10,18,100,Methane
109.526,1.473688826e-05,1.51626503e-10,18,100,Methane
109.763,1.478627655e-05,1.515157444e-10,18,100,Methane
109.999,1.454128596e-05,1.52291374e-10,18,100,Methane
110.236,1.4637807e-05,1.507242942e-10,18,100,Methane
110.473,1.463288663e-05,1.526629517e-10,18,100,Methane
110.71,1.46775983e-05,1.515300524e-10,18,100,Methane
110.947,1.474435157e-05,1.49878665e-10,18,100,Methane
111.183,1.471224641e-05,1.498841745e-10,18,100,Methane
0.835,1.479776893e-05,2.041021574e-08,28,100,Methane
1.071,1.469343988e-05,2.04091517e-08,28,100,Methane
1.308,1.470193729e-05,2.033637436e-08,28,100,Methane
1.545,1.46717357e-05,2.030277635e-08,28,100,Methane
1.782,1.467576749e-05,2.02393089e-08,28,100,Methane
2.019,1.477024307e-05,2.018560608e-08,28,100,Methane
2.255,1.453341883e-05,2.028391322e-08,28,100,Methane
2.492,1.464709203e-05,2.022271595e-08,28,100,Methane
2.729,1.466257254e-05,2.022769507e-08,28,100,Methane
2.966,1.467517814e-05,2.018584233e-08,28,100,Methane
3.203,1.472588792e-05,2.019219814e-08,28,100,Methane
3.439,1.4715416e-05,2.028456336e-08,28,100,Methane
3.676,1.473945576e-05,2.027220525e-08,28,100,Methane
3.913,1.471451833e-05,2.031280921e-08,28,100,Methane
4.15,1.470769712e-05,2.029839585e-08,28,100,Methane
4.387,1.470120787e-05,2.025770485e-08,28,100,Methane
4.623,1.473216616e-05,2.021351264e-08,28,100,Methane
4.86,1.471101677e-05,2.026496837e-08,28,100,Methane
5.097,1.467331731e-05,2.02762287e-08,28,100,Methane
5.334,1.46971679e-05,2.007107192e-08,28,100,Methane
5.571,1.484124277e-05,2.017640455e-08,28,100,Methane
5.807,1.453596906e-05,2.011369737e-08,28,100,Methane
6.044,1.458099905e-05,1.997522681e-08,28,100,Methane
6.281,1.463003991e-05,2.005315558e-08,28,100,Methane
6.518,1.468271148e-05,2.005536714e-08,28,100,Methane
6.755,1.472241092e-05,2.011088718e-08,28,100,Methane
6.991,1.469203562e-05,2.019236156e-08,28,100,Methane
7.228,1.479353159e-05,2.023529433e-08,28,100,Methane
7.465,1.470595271e-05,2.027443813e-08,28,100,Methane
7.702,1.481553409e-05,2.022856194e-08,28,100,Methane
7.939,1.463306762e-05,2.023877066e-08,28,100,Methane
8.175,1.462827368e-05,2.025051771e-08,28,100,Methane
8.412,1.466103004e-05,2.018503409e-08,28,100,Methane
8.649,1.465668447e-05,2.026054169e-08,28,100,Methane
8.886,1.46562661e-05,2.033013935e-08,28,100,Methane
9.123,1.467323e-05,2.027563184e-08,28,100,Methane
9.359,1.469548715e-05,2.017169365e-08,28,100,Methane
9.596,1.465203786e-05,2.022757606e-08,28,100,Methane
9.833,1.470289408e-05,2.021834078e-08,28,100,Methane
10.07,1.470484676e-05,2.005562294e-08,28,100,Methane
10.307,1.471457563e-05,2.01115391e-08,28,100,Methane
10.543,1.46984512e-05,2.008637878e-08,28,100,Methane
10.78,1.472495387e-05,2.007804589e-08,28,100,Methane
11.017,1.471943688e-05,2.004854061e-08,28,100,Methane
11.254,1.482928019e-05,2.01041459e-08,28,100,Methane
11.491,1.473598604e-05,2.014837897e-08,28,100,Methane
11.727,1.485787561e-05,2.023675627e-08,28,100,Methane
11.964,1.467849143e-05,2.013553058e-08,28,100,Methane
12.201,1.468963183e-05,2.015330125e-08,28,100,Methane
12.438,1.466412232e-05,2.020164658e-08,28,100,Methane
12.675,1.467610673e-05,2.014595424e-08,28,100,Methane
12.911,1.470509415e-05,2.020014378e-08,28,100,Methane
13.148,1.470706411e-05,2.021916501e-08,28,100,Methane
13.385,1.472871918e-05,2.021281098e-08,28,100,Methane
13.622,1.469152721e-05,2.017952383e-08,28,100,Methane
13.859,1.482285006e-05,2.025508294e-08,28,100,Methane
14.095,1.456916016e-05,2.01384367e-08,28,100,Methane
14.332,1.467528728e-05,2.024499679e-08,28,100,Methane
14.569,1.471219639e-05,2.016561851e-08,28,100,Methane
14.806,1.475092813e-05,2.013775813e-08,28,100,Methane
15.043,1.47130113e-05,2.012805567e-08,28,100,Methane
15.279,1.467277252e-05,2.006944833e-08,28,100,Methane
15.516,1.470195366e-05,2.012362366e-08,28,100,Methane
15.753,1.466008689e-05,2.015382705e-08,28,100,Methane
15.99,1.471807627e-05,2.007384303e-08,28,100,Methane
16.227,1.474032524e-05,2.019800149e-08,28,100,Methane
16.463,1.475887893e-05,2.010682998e-08,28,100,Methane
16.7,1.47401488e-05,2.017126022e-08,28,100,Methane
16.937,1.470071402e-05,2.013920586e-08,28,100,Methane
17.174,1.469437302e-05,2.014089873e-08,28,100,Methane
17.411,1.485201756e-05,1.994843402e-08,28,100,Methane
17.647,1.459173836e-05,2.004398603e-08,28,100,Methane
17.884,1.466326466e-05,2.010672162e-08,28,100,Methane
18.121,1.476906164e-05,2.003793931e-08,28,100,Methane
18.358,1.470297047e-05,2.007093514e-08,28,100,Methane
18.595,1.474021064e-05,2.004101951e-08,28,100,Methane
18.831,1.475772933e-05,2.007032052e-08,28,100,Methane
19.068,1.487077589e-05,2.005364408e-08,28,100,Methane
19.305,1.473925749e-05,2.000091648e-08,28,100,Methane
19.542,1.471512132e-05,2.004038535e-08,28,100,Methane
19.779,1.462089585e-05,2.008814626e-08,28,100,Methane
20.015,1.471867017e-05,2.009308808e-08,28,100,Methane
20.252,1.473749762e-05,2.008768796e-08,28,100,Methane
20.489,1.473413977e-05,2.014765954e-08,28,100,Methane
20.726,1.471989253e-05,2.018290779e-08,28,100,Methane
20.963,1.480195351e-05,2.012623845e-08,28,100,Methane
21.199,1.458059887e-05,2.019001144e-08,28,100,Methane
21.436,1.479284765e-05,2.018329681e-08,28,100,Methane
21.673,1.472052099e-05,2.015192457e-08,28,100,Methane
21.91,1.469148083e-05,2.022911083e-08,28,100,Methane
22.147,1.471946416e-05,2.016589917e-08,28,100,Methane
22.383,1.474148576e-05,2.012000699e-08,28,100,Methane
22.62,1.482137304e-05,2.018406597e-08,28,100,Methane
22.857,1.472451277e-05,2.011826439e-08,28,100,Methane
23.094,1.471575251e-05,2.00886916e-08,28,100,Methane
23.331,1.472846543e-05,2.006029831e-08,28,100,Methane
23.567,1.47375431e-05,2.013417522e-08,28,100,Methane
23.804,1.483859887e-05,2.0089999e-08,28,100,Methane
24.041,1.473530028e-05,2.008495592e-08,28,100,Methane
24.278,1.488174257e-05,2.00949053e-08,28,100,Methane
24.515,1.471327596e-05,2.013890388e-08,28,100,Methane
24.751,1.479591265e-05,2.014917655e-08,28,100,Methane
24.988,1.474896726e-05,2.011241484e-08,28,100,Methane
25.225,1.474640612e-05,2.021405088e-08,28,100,Methane
25.462,1.473527482e-05,2.013259248e-08,28,100,Methane
25.699,1.481219351e-05,2.011572597e-08,28,100,Methane
25.935,1.457385224e-05,2.01532746e-08,28,100,Methane
26.172,1.46221555e-05,2.009597821e-08,28,100,Methane
26.409,1.471427368e-05,2.008749433e-08,28,100,Methane
26.646,1.473364046e-05,2.014663814e-08,28,100,Methane
26.883,1.479744424e-05,2.009475963e-08,28,100,Methane
27.119,1.475375848e-05,2.019247525e-08,28,100,Methane
27.356,1.472592885e-05,2.013214662e-08,28,100,Methane
27.593,1.470922962e-05,2.000235533e-08,28,100,Methane
27.83,1.473494558e-05,2.015564249e-08,28,100,Methane
28.067,1.47464134e-05,2.0189038e-08,28,100,Methane
28.303,1.476722809e-05,2.014077438e-08,28,100,Methane
28.54,1.471528503e-05,2.015381106e-08,28,100,Methane
28.777,1.476018133e-05,2.017675094e-08,28,100,Methane
29.014,1.474416331e-05,2.012949452e-08,28,100,Methane
29.251,1.486945439e-05,2.026475521e-08,28,100,Methane
29.487,1.481546133e-05,2.023877776e-08,28,100,Methane
29.724,1.490002705e-05,2.015294065e-08,28,100,Methane
29.961,1.480481751e-05,2.015041112e-08,28,100,Methane
30.198,1.472666099e-05,2.00779855e-08,28,100,Methane
30.435,1.472835629e-05,2.014765599e-08,28,100,Methane
30.671,1.48027666e-05,2.016386169e-08,28,100,Methane
30.908,1.478351351e-05,2.008528988e-08,28,100,Methane
31.145,1.476532725e-05,2.012691525e-08,28,100,Methane
31.382,1.473014254e-05,2.019208445e-08,28,100,Methane
31.619,1.481050276e-05,2.014903799e-08,28,100,Methane
31.855,1.47797291e-05,2.006684952e-08,28,100,Methane
32.092,1.486307792e-05,2.013232603e-08,28,100,Methane
32.329,1.479903858e-05,1.999191213e-08,28,100,Methane
32.566,1.481520212e-05,2.022172119e-08,28,100,Methane
32.803,1.475247609e-05,2.021046797e-08,28,100,Methane
33.039,1.471524047e-05,2.01848227e-08,28,100,Methane
33.276,1.475850058e-05,2.002542487e-08,28,100,Methane
33.513,1.47735218e-05,2.006370181e-08,28,100,Methane
33.75,1.479529328e-05,2.015902112e-08,28,100,Methane
33.987,1.477400201e-05,2.015978495e-08,28,100,Methane
34.223,1.482463722e-05,2.02159125e-08,28,100,Methane
34.46,1.47710889e-05,2.009992528e-08,28,100,Methane
34.697,1.472825898e-05,2.01774828e-08,28,100,Methane
34.934,1.471482665e-05,2.009743483e-08,28,100,Methane
35.171,1.487690497e-05,2.006649602e-08,28,100,Methane
35.407,1.460720796e-05,2.03393995e-08,28,100,Methane
35.644,1.483230426e-05,2.034703428e-08,28,100,Methane
35.881,1.47761757e-05,2.031816848e-08,28,100,Methane
36.118,1.489846181e-05,2.01655066e-08,28,100,Methane
36.355,1.472476924e-05,2.010373734e-08,28,100,Methane
36.591,1.472780787e-05,2.018751033e-08,28,100,Methane
36.828,1.474453893e-05,2.014270883e-08,28,100,Methane
37.065,1.475520367e-05,2.022788692e-08,28,100,Methane
37.302,1.479049661e-05,2.019801215e-08,28,100,Methane
37.539,1.483310098e-05,2.019631928e-08,28,100,Methane
37.775,1.458085353e-05,2.014376754e-08,28,100,Methane
38.012,1.461813918e-05,2.019158529e-08,28,100,Methane
38.249,1.472332679e-05,2.011380396e-08,28,100,Methane
38.486,1.474189321e-05,2.017096712e-08,28,100,Methane
38.723,1.465991227e-05,2.018164658e-08,28,100,Methane
38.959,1.467148377e-05,2.01745145e-08,28,100,Methane
39.196,1.470854295e-05,2.009528188e-08,28,100,Methane
39.433,1.470972074e-05,2.027936752e-08,28,100,Methane
39.67,1.473727843e-05,2.033593205e-08,28,100,Methane
39.907,1.474852888e-05,2.033370627e-08,28,100,Methane
40.143,1.474102919e-05,2.024011003e-08,28,100,Methane
40.38,1.476171292e-05,2.015884526e-08,28,100,Methane
40.617,1.46966504e-05,2.013466371e-08,28,100,Methane
40.854,1.475247427e-05,2.01814423e-08,28,100,Methane
41.091,1.487117152e-05,2.017434753e-08,28,100,Methane
41.327,1.479109142e-05,2.010638944e-08,28,100,Methane
41.564,1.486772089e-05,2.016151335e-08,28,100,Methane
41.801,1.475397039e-05,1.999824484e-08,28,100,Methane
42.038,1.474890814e-05,2.007801214e-08,28,100,Methane
42.275,1.486825295e-05,2.003233135e-08,28,100,Methane
42.511,1.458201859e-05,2.011300282e-08,28,100,Methane
42.748,1.461916145e-05,2.01122301e-08,28,100,Methane
42.985,1.470443385e-05,2.019477385e-08,28,100,Methane
43.222,1.470012194e-05,2.01472421e-08,28,100,Methane
43.459,1.485889243e-05,2.020466816e-08,28,100,Methane
43.695,1.457629241e-05,2.023500478e-08,28,100,Methane
43.932,1.463633544e-05,2.016672163e-08,28,100,Methane
44.169,1.473759494e-05,2.01244319e-08,28,100,Methane
44.406,1.487644113e-05,2.004907529e-08,28,100,Methane
44.643,1.470706593e-05,2.023779366e-08,28,100,Methane
44.879,1.466102003e-05,2.014904688e-08,28,100,Methane
45.116,1.469877225e-05,2.015265821e-08,28,100,Methane
45.353,1.48423087e-05,2.005752897e-08,28,100,Methane
45.59,1.477814385e-05,2.01896988e-08,28,100,Methane
45.827,1.472639542e-05,2.010663458e-08,28,100,Methane
46.063,1.474183409e-05,2.011634592e-08,28,100,Methane
46.3,1.474983037e-05,1.996012955e-08,28,100,Methane
46.537,1.480542869e-05,2.018843048e-08,28,100,Methane
46.774,1.472750773e-05,2.024756895e-08,28,100,Methane
47.011,1.471567612e-05,2.015044487e-08,28,100,Methane
47.247,1.473304383e-05,2.016596135e-08,28,100,Methane
47.484,1.475072895e-05,2.012225941e-08,28,100,Methane
47.721,1.478980994e-05,2.010754585e-08,28,100,Methane
47.958,1.471849919e-05,2.009505629e-08,28,100,Methane
48.195,1.483997858e-05,2.015529255e-08,28,100,Methane
48.431,1.478762351e-05,2.008656885e-08,28,100,Methane
48.668,1.47152241e-05,2.003642408e-08,28,100,Methane
48.905,1.470500865e-05,2.00220569e-08,28,100,Methane
49.142,1.468380651e-05,2.000517085e-08,28,100,Methane
49.379,1.472110125e-05,1.998551902e-08,28,100,Methane
49.615,1.468702339e-05,1.998691879e-08,28,100,Methane
49.852,1.480754872e-05,2.020808054e-08,28,100,Methane
50.089,1.470557436e-05,2.019385903e-08,28,100,Methane
50.326,1.470076677e-05,2.023156576e-08,28,100,Methane
50.563,1.475851514e-05,2.022575885e-08,28,100,Methane
50.799,1.475597037e-05,2.016771106e-08,28,100,Methane
51.036,1.466229332e-05,1.997629617e-08,28,100,Methane
51.273,1.471167525e-05,2.004971655e-08,28,100,Methane
51.51,1.471737323e-05,2.015937817e-08,28,100,Methane
51.747,1.472070016e-05,2.00559036e-08,28,100,Methane
51.983,1.465769583e-05,2.000785848e-08,28,100,Methane
52.22,1.469074414e-05,1.990238019e-08,28,100,Methane
52.457,1.465676451e-05,2.006124689e-08,28,100,Methane
52.694,1.468879782e-05,2.002934529e-08,28,100,Methane
52.931,1.468209939e-05,2.003874044e-08,28,100,Methane
53.167,1.474380406e-05,1.994048304e-08,28,100,Methane
53.404,1.471078667e-05,2.001434041e-08,28,100,Methane
53.641,1.476026682e-05,1.992803433e-08,28,100,Methane
53.878,1.469531253e-05,1.991474008e-08,28,100,Methane
54.115,1.471387804e-05,2.001296018e-08,28,100,Methane
54.351,1.471753876e-05,2.005431377e-08,28,100,Methane
54.588,1.469860035e-05,2.019533341e-08,28,100,Methane
54.825,1.476582929e-05,2.024538048e-08,28,100,Methane
55.062,1.467983202e-05,2.019517886e-08,28,100,Methane
55.299,1.476961734e-05,2.008726696e-08,28,100,Methane
55.535,1.454970607e-05,2.015811518e-08,28,100,Methane
55.772,1.457360941e-05,2.023582013e-08,28,100,Methane
56.009,1.463193985e-05,2.019051593e-08,28,100,Methane
56.246,1.469423933e-05,2.026431112e-08,28,100,Methane
56.483,1.474862347e-05,2.022243528e-08,28,100,Methane
56.719,1.47042656e-05,2.026173007e-08,28,100,Methane
56.956,1.469274594e-05,2.014604839e-08,28,100,Methane
57.193,1.470842017e-05,1.999473476e-08,28,100,Methane
57.43,1.474790042e-05,2.010461664e-08,28,100,Methane
57.667,1.471913038e-05,2.004312805e-08,28,100,Methane
57.903,1.48444733e-05,2.021576329e-08,28,100,Methane
58.14,1.471000269e-05,1.995186238e-08,28,100,Methane
58.377,1.473424163e-05,2.006983557e-08,28,100,Methane
58.614,1.468256596e-05,1.999928578e-08,28,100,Methane
58.851,1.470725056e-05,2.007373467e-08,28,100,Methane
59.087,1.468794744e-05,2.01038759e-08,28,100,Methane
59.324,1.471092855e-05,2.009128686e-08,28,100,Methane
59.561,1.471093674e-05,2.00487662e-08,28,100,Methane
59.798,1.481307936e-05,1.993948651e-08,28,100,Methane
60.035,1.473480188e-05,1.995650223e-08,28,100,Methane
60.271,1.467063339e-05,2.002386168e-08,28,100,Methane
60.508,1.470557982e-05,2.009058164e-08,28,100,Methane
60.745,1.472823715e-05,2.003858768e-08,28,100,Methane
60.982,1.483457072e-05,2.003070776e-08,28,100,Methane
61.219,1.464320576e-05,2.036099112e-08,28,100,Methane
61.455,1.468586106e-05,2.014110656e-08,28,100,Methane
61.692,1.468739629e-05,2.011493017e-08,28,100,Methane
61.929,1.464417073e-05,1.995313248e-08,28,100,Methane
62.166,1.469941981e-05,1.9994296e-08,28,100,Methane
62.403,1.470733059e-05,1.989317866e-08,28,100,Methane
62.639,1.473125667e-05,1.996006738e-08,28,100,Methane
62.876,1.470122152e-05,1.991275056e-08,28,100,Methane
63.113,1.474400779e-05,1.985854148e-08,28,100,Methane
63.35,1.470836833e-05,1.992154353e-08,28,100,Methane
63.587,1.47595747e-05,2.009479161e-08,28,100,Methane
63.823,1.471071209e-05,2.008648003e-08,28,100,Methane
64.06,1.469534436e-05,2.005066158e-08,28,100,Methane
64.297,1.478424292e-05,2.006465749e-08,28,100,Methane
64.534,1.473968132e-05,2.003204536e-08,28,100,Methane
64.771,1.471731684e-05,2.000887278e-08,28,100,Methane
65.007,1.474253349e-05,1.999894828e-08,28,100,Methane
65.244,1.47470555e-05,1.995661236e-08,28,100,Methane
65.481,1.485154007e-05,2.003746324e-08,28,100,Methane
65.718,1.478149807e-05,2.005583433e-08,28,100,Methane
65.955,1.471732594e-05,2.000978228e-08,28,100,Methane
66.191,1.473909015e-05,2.002196808e-08,28,100,Methane
66.428,1.4732821e-05,2.007493549e-08,28,100,Methane
66.665,1.484582208e-05,2.012713729e-08,28,100,Methane
66.902,1.475720273e-05,2.013833011e-08,28,100,Methane
67.139,1.479583534e-05,2.027103641e-08,28,100,Methane
67.375,1.455326674e-05,2.004619049e-08,28,100,Methane
67.612,1.476769648e-05,2.00698711e-08,28,100,Methane
67.849,1.468504252e-05,2.003423383e-08,28,100,Methane
68.086,1.467966194e-05,1.999397092e-08,28,100,Methane
68.323,1.473210341e-05,2.01696686e-08,28,100,Methane
68.559,1.479781804e-05,2.016887812e-08,28,100,Methane
68.796,1.473700468e-05,2.014120071e-08,28,100,Methane
69.033,1.468454684e-05,2.011881151e-08,28,100,Methane
69.27,1.46883649e-05,2.017082323e-08,28,100,Methane
69.507,1.4761702e-05,2.011909928e-08,28,100,Methane
69.743,1.45439808e-05,1.995914189e-08,28,100,Methane
69.98,1.459689793e-05,2.004562027e-08,28,100,Methane
70.217,1.465112564e-05,2.007511668e-08,28,100,Methane
70.454,1.469533345e-05,2.013197964e-08,28,100,Methane
70.691,1.473710472e-05,2.009503497e-08,28,100,Methane
70.927,1.473761586e-05,2.0048601e-08,28,100,Methane
71.164,1.47118617e-05,2.001317512e-08,28,100,Methane
71.401,1.467359925e-05,2.004079391e-08,28,100,Methane
71.638,1.472098393e-05,2.017548439e-08,28,100,Methane
71.875,1.480988794e-05,2.026987111e-08,28,100,Methane
72.111,1.456356676e-05,2.02283843e-08,28,100,Methane
72.348,1.464247998e-05,2.01852064e-08,28,100,Methane
72.585,1.473604516e-05,2.002531296e-08,28,100,Methane
72.822,1.471965243e-05,2.01051904e-08,28,100,Methane
73.059,1.466072172e-05,2.016919254e-08,28,100,Methane
73.295,1.469497238e-05,2.011889677e-08,28,100,Methane
73.532,1.472892745e-05,2.012460776e-08,28,100,Methane
73.769,1.48434865e-05,2.005220345e-08,28,100,Methane
74.006,1.479468574e-05,2.008550837e-08,28,100,Methane
74.243,1.471664291e-05,2.01284216e-08,28,100,Methane
74.479,1.471866653e-05,1.994265375e-08,28,100,Methane
74.716,1.472984059e-05,2.000424715e-08,28,100,Methane
74.953,1.47256842e-05,2.013952205e-08,28,100,Methane
75.19,1.470770076e-05,2.012805922e-08,28,100,Methane
75.427,1.472830627e-05,2.004471789e-08,28,100,Methane
75.663,1.471637279e-05,2.002430577e-08,28,100,Methane
75.9,1.47507817e-05,2.011826972e-08,28,100,Methane
76.137,1.476063335e-05,2.01689101e-08,28,100,Methane
76.374,1.477145088e-05,2.018219369e-08,28,100,Methane
76.611,1.478429931e-05,2.023182866e-08,28,100,Methane
76.847,1.487921327e-05,2.011962152e-08,28,100,Methane
77.084,1.475398039e-05,2.013651113e-08,28,100,Methane
77.321,1.48864865e-05,2.011560163e-08,28,100,Methane
77.558,1.482107746e-05,2.015281453e-08,28,100,Methane
77.795,1.477750266e-05,2.018552969e-08,28,100,Methane
78.031,1.477765454e-05,2.015046086e-08,28,100,Methane
78.268,1.475246881e-05,2.016702716e-08,28,100,Methane
78.505,1.471479845e-05,2.014418499e-08,28,100,Methane
78.742,1.476357102e-05,2.008245836e-08,28,100,Methane
78.979,1.478037029e-05,2.006638056e-08,28,100,Methane
79.215,1.490549766e-05,2.014025036e-08,28,100,Methane
79.452,1.474608234e-05,2.009390698e-08,28,100,Methane
79.689,1.478655759e-05,2.01280006e-08,28,100,Methane
79.926,1.477033038e-05,2.022753876e-08,28,100,Methane
80.163,1.487430018e-05,2.007944211e-08,28,100,Methane
80.399,1.460170279e-05,2.010493994e-08,28,100,Methane
80.636,1.467041329e-05,2.014678735e-08,28,100,Methane
80.873,1.475190584e-05,2.002978583e-08,28,100,Methane
81.11,1.475179397e-05,2.009217326e-08,28,100,Methane
81.347,1.480461196e-05,2.006526856e-08,28,100,Methane
81.583,1.474899e-05,2.018250811e-08,28,100,Methane
81.82,1.477206297e-05,2.008484401e-08,28,100,Methane
82.057,1.47667597e-05,2.005878841e-08,28,100,Methane
82.294,1.476321358e-05,2.00687289e-08,28,100,Methane
82.531,1.477040769e-05,2.006799171e-08,28,100,Methane
82.767,1.47888295e-05,2.005499056e-08,28,100,Methane
83.004,1.47941355e-05,2.004342115e-08,28,100,Methane
83.241,1.48254494e-05,1.996392918e-08,28,100,Methane
83.478,1.475329645e-05,1.996458288e-08,28,100,Methane
83.715,1.479897128e-05,2.002373556e-08,28,100,Methane
83.951,1.477678143e-05,1.997985422e-08,28,100,Methane
84.188,1.489135684e-05,1.999239885e-08,28,100,Methane
84.425,1.475128829e-05,2.003154798e-08,28,100,Methane
84.662,1.475733916e-05,2.005984356e-08,28,100,Methane
84.899,1.466300091e-05,2.001767285e-08,28,100,Methane
85.135,1.470323605e-05,1.998504118e-08,28,100,Methane
85.372,1.472255281e-05,1.992484222e-08,28,100,Methane
85.609,1.478909144e-05,2.001369559e-08,28,100,Methane
85.846,1.475406862e-05,1.999517174e-08,28,100,Methane
86.083,1.47710598e-05,2.001034183e-08,28,100,Methane
86.319,1.475540103e-05,1.992664522e-08,28,100,Methane
86.556,1.474291093e-05,1.997698895e-08,28,100,Methane
86.793,1.477921614e-05,1.999027077e-08,28,100,Methane
87.03,1.475053978e-05,2.009429956e-08,28,100,Methane
87.267,1.487498594e-05,2.009568334e-08,28,100,Methane
87.503,1.479300408e-05,2.008019528e-08,28,100,Methane
87.74,1.474363671e-05,2.013603151e-08,28,100,Methane
87.977,1.471660289e-05,2.013924849e-08,28,100,Methane
88.214,1.471766154e-05,2.01485868e-08,28,100,Methane
88.451,1.475649242e-05,2.016657952e-08,28,100,Methane
88.687,1.471753876e-05,2.003706356e-08,28,100,Methane
88.924,1.47479077e-05,2.003287847e-08,28,100,Methane
89.161,1.475881618e-05,1.997983112e-08,28,100,Methane
89.398,1.49045336e-05,2.002530941e-08,28,100,Methane
89.635,1.472688655e-05,1.995307031e-08,28,100,Methane
89.871,1.471035739e-05,2.002165189e-08,28,100,Methane
90.108,1.475634326e-05,2.002253474e-08,28,100,Methane
90.345,1.47628316e-05,1.998814092e-08,28,100,Methane
90.582,1.488065391e-05,2.001736199e-08,28,100,Methane
90.819,1.482255175e-05,1.993127619e-08,28,100,Methane
91.055,1.484292716e-05,1.990720122e-08,28,100,Methane
91.292,1.474588771e-05,1.986915343e-08,28,100,Methane
91.529,1.46817265e-05,1.99052721e-08,28,100,Methane
91.766,1.474846522e-05,1.994439636e-08,28,100,Methane
92.003,1.475491536e-05,2.006452604e-08,28,100,Methane
92.239,1.477724891e-05,2.01389998e-08,28,100,Methane
92.476,1.474569581e-05,2.012071221e-08,28,100,Methane
92.713,1.479933326e-05,2.006684774e-08,28,100,Methane
92.95,1.475216231e-05,2.006891009e-08,28,100,Methane
93.187,1.47472083e-05,1.997717369e-08,28,100,Methane
93.423,1.470195366e-05,2.00044763e-08,28,100,Methane
93.66,1.471951691e-05,1.991552345e-08,28,100,Methane
93.897,1.478136619e-05,2.003111099e-08,28,100,Methane
94.134,1.471082487e-05,1.998499499e-08,28,100,Methane
94.371,1.475037243e-05,2.004951938e-08,28,100,Methane
94.607,1.472569966e-05,1.998985688e-08,28,100,Methane
94.844,1.484640052e-05,1.998998478e-08,28,100,Methane
95.081,1.473752218e-05,1.993958243e-08,28,100,Methane
95.318,1.487541067e-05,2.014057188e-08,28,100,Methane
95.555,1.479523962e-05,2.002298238e-08,28,100,Methane
95.791,1.489772694e-05,2.004697919e-08,28,100,Methane
96.028,1.473703469e-05,2.008832034e-08,28,100,Methane
96.265,1.472460917e-05,2.006714084e-08,28,100,Methane
96.502,1.472540953e-05,2.012592937e-08,28,100,Methane
96.739,1.474770488e-05,2.009716127e-08,28,100,Methane
96.975,1.481391064e-05,2.002985866e-08,28,100,Methane
97.212,1.479548337e-05,1.99898782e-08,28,100,Methane
97.449,1.471955875e-05,2.005294242e-08,28,100,Methane
97.686,1.475592489e-05,2.007377198e-08,28,100,Methane
97.923,1.477141177e-05,2.011151778e-08,28,100,Methane
98.159,1.470106417e-05,1.99724397e-08,28,100,Methane
98.396,1.469176823e-05,2.000615851e-08,28,100,Methane
98.633,1.465589867e-05,2.003367783e-08,28,100,Methane
98.87,1.471108499e-05,1.998510868e-08,28,100,Methane
99.107,1.473202792e-05,1.986780696e-08,28,100,Methane
99.343,1.486342808e-05,2.02412096e-08,28,100,Methane
99.58,1.471185078e-05,2.016115097e-08,28,100,Methane
99.817,1.473491375e-05,2.01257464e-08,28,100,Methane
100.054,1.487118971e-05,2.01114112e-08,28,100,Methane
100.291,1.470831285e-05,2.005089961e-08,28,100,Methane
100.527,1.483548203e-05,2.003936572e-08,28,100,Methane
100.764,1.469383005e-05,2.00807424e-08,28,100,Methane
101.001,1.470150164e-05,2.008767908e-08,28,100,Methane
101.238,1.472551685e-05,2.004540001e-08,28,100,Methane
101.475,1.47737328e-05,1.998539467e-08,28,100,Methane
101.711,1.456276186e-05,1.995135968e-08,28,100,Methane
101.948,1.464945944e-05,2.004062871e-08,28,100,Methane
102.185,1.475352929e-05,1.995351973e-08,28,100,Methane
102.422,1.468420305e-05,1.99920791e-08,28,100,Methane
102.659,1.471455471e-05,1.995210397e-08,28,100,Methane
102.895,1.470769075e-05,1.992947141e-08,28,100,Methane
103.132,1.470057668e-05,1.994494347e-08,28,100,Methane
103.369,1.473723023e-05,2.002371247e-08,28,100,Methane
103.606,1.472660824e-05,1.995226917e-08,28,100,Methane
103.843,1.472653184e-05,2.007636546e-08,28,100,Methane
104.079,1.471778069e-05,1.986498255e-08,28,100,Methane
104.316,1.469160634e-05,1.990253473e-08,28,100,Methane
104.553,1.467397215e-05,1.995141652e-08,28,100,Methane
104.79,1.470484676e-05,2.001571531e-08,28,100,Methane
105.027,1.46962966e-05,1.997012333e-08,28,100,Methane
105.263,1.485386929e-05,1.986172649e-08,28,100,Methane
105.5,1.477816477e-05,1.994421694e-08,28,100,Methane
105.737,1.468792743e-05,1.985892162e-08,28,100,Methane
105.974,1.469879408e-05,1.983777764e-08,28,100,Methane
106.211,1.472846452e-05,1.988182774e-08,28,100,Methane
106.447,1.469559538e-05,1.989560516e-08,28,100,Methane
106.684,1.467286256e-05,1.989763376e-08,28,100,Methane
106.921,1.475530098e-05,1.993883636e-08,28,100,Methane
107.158,1.469832841e-05,1.981048214e-08,28,100,Methane
107.395,1.472473286e-05,1.989903708e-08,28,100,Methane
