Time Relative (sec),Pressure_(mBar),Raw_Signal_Amps,mz,True_Concentration_ppm,Primary_Gas
109.052,1.462718865e-05,1.338979261e-09,16,100,Methane
109.289,1.480487026e-05,1.324274912e-09,16,100,Methane
109.526,1.473688826e-05,1.325694998e-09,16,100,Methane
109.763,1.478627655e-05,1.336281863e-09,16,100,Methane
109.999,1.454128596e-05,1.335671573e-09,16,100,Methane
110.236,1.4637807e-05,1.336577071e-09,16,100,Methane
110.473,1.463288663e-05,1.333157362e-09,16,100,Methane
110.71,1.46775983e-05,1.320005327e-09,16,100,Methane
110.947,1.474435157e-05,1.321761145e-09,16,100,Methane
111.183,1.471224641e-05,1.311081133e-09,16,100,Methane
0.835,1.479776893e-05,1.605665878e-10,18,100,Methane
1.071,1.469343988e-05,1.621751206e-10,18,100,Methane
1.308,1.470193729e-05,1.627866453e-10,18,100,Methane
1.545,1.46717357e-05,1.590093335e-10,18,100,Methane
1.782,1.467576749e-05,1.583928128e-10,18,100,Methane
2.019,1.477024307e-05,1.609317124e-10,18,100,Methane
2.255,1.453341883e-05,1.587507209e-10,18,100,Methane
2.492,1.464709203e-05,1.597754429e-10,18,100,Methane
2.729,1.466257254e-05,1.593461196e-10,18,100,Methane
2.966,1.467517814e-05,1.580639092e-10,18,100,Methane
3.203,1.472588792e-05,1.56906238e-10,18,100,Methane
3.439,1.4715416e-05,1.592165982e-10,18,100,Methane
3.676,1.473945576e-05,1.59299865e-10,18,100,Methane
3.913,1.471451833e-05,1.588415788e-10,18,100,Methane
4.15,1.470769712e-05,1.61371666e-10,18,100,Methane
4.387,1.470120787e-05,1.59527544e-10,18,100,Methane
4.623,1.473216616e-05,1.573170205e-10,18,100,Methane
4.86,1.471101677e-05,1.604087696e-10,18,100,Methane
5.097,1.467331731e-05,1.577795256e-10,18,100,Methane
5.334,1.46971679e-05,1.58284108e-10,18,100,Methane
5.571,1.484124277e-05,1.592232041e-10,18,100,Methane
5.807,1.453596906e-05,1.561810681e-10,18,100,Methane
6.044,1.458099905e-05,1.593721821e-10,18,100,Methane
6.281,1.463003991e-05,1.578931014e-10,18,100,Methane
6.518,1.468271148e-05,1.57865096e-10,18,100,Methane
6.755,1.472241092e-05,1.566019259e-10,18,100,Methane
6.991,1.469203562e-05,1.599991251e-10,18,100,Methane
7.228,1.479353159e-05,1.581336451e-10,18,100,Methane
7.465,1.470595271e-05,1.615296369e-10,18,100,Methane
7.702,1.481553409e-05,1.582512038e-10,18,100,Methane
7.939,1.463306762e-05,1.592733306e-10,18,100,Methane
8.175,1.462827368e-05,1.631157293e-10,18,100,Methane
8.412,1.466103004e-05,1.573892544e-10,18,100,Methane
8.649,1.465668447e-05,1.599131938e-10,18,100,Methane
8.886,1.46562661e-05,1.591921178e-10,18,100,Methane
9.123,1.467323e-05,1.617345979e-10,18,100,Methane
9.359,1.469548715e-05,1.592519866e-10,18,100,Methane
9.596,1.465203786e-05,1.57843516e-10,18,100,Methane
9.833,1.470289408e-05,1.590344939e-10,18,100,Methane
10.07,1.470484676e-05,1.584240794e-10,18,100,Methane
10.307,1.471457563e-05,1.578803754e-10,18,100,Methane
10.543,1.46984512e-05,1.571185404e-10,18,100,Methane
10.78,1.472495387e-05,1.581700743e-10,18,100,Methane
11.017,1.471943688e-05,1.572713348e-10,18,100,Methane
11.254,1.482928019e-05,1.593020993e-10,18,100,Methane
11.491,1.473598604e-05,1.579917586e-10,18,100,Methane
11.727,1.485787561e-05,1.596205806e-10,18,100,Methane
11.964,1.467849143e-05,1.581444281e-10,18,100,Methane
12.201,1.468963183e-05,1.587133064e-10,18,100,Methane
12.438,1.466412232e-05,1.592400517e-10,18,100,Methane
12.675,1.467610673e-05,1.574305547e-10,18,100,Methane
12.911,1.470509415e-05,1.612592976e-10,18,100,Methane
13.148,1.470706411e-05,1.588219972e-10,18,100,Methane
13.385,1.472871918e-05,1.555799656e-10,18,100,Methane
13.622,1.469152721e-05,1.573023101e-10,18,100,Methane
13.859,1.482285006e-05,1.628654434e-10,18,100,Methane
14.095,1.456916016e-05,1.589266357e-10,18,100,Methane
14.332,1.467528728e-05,1.590245019e-10,18,100,Methane
14.569,1.471219639e-05,1.594947091e-10,18,100,Methane
14.806,1.475092813e-05,1.585424847e-10,18,100,Methane
15.043,1.47130113e-05,1.595351212e-10,18,100,Methane
15.279,1.467277252e-05,1.566323321e-10,18,100,Methane
15.516,1.470195366e-05,1.576180714e-10,18,100,Methane
15.753,1.466008689e-05,1.592483229e-10,18,100,Methane
15.99,1.471807627e-05,1.574730069e-10,18,100,Methane
16.227,1.474032524e-05,1.577974418e-10,18,100,Methane
16.463,1.475887893e-05,1.584289366e-10,18,100,Methane
16.7,1.47401488e-05,1.563706387e-10,18,100,Methane
16.937,1.470071402e-05,1.562645985e-10,18,100,Methane
17.174,1.469437302e-05,1.563197072e-10,18,100,Methane
17.411,1.485201756e-05,1.569700203e-10,18,100,Methane
17.647,1.459173836e-05,1.541456546e-10,18,100,Methane
17.884,1.466326466e-05,1.575191644e-10,18,100,Methane
18.121,1.476906164e-05,1.582789178e-10,18,100,Methane
18.358,1.470297047e-05,1.563131291e-10,18,100,Methane
18.595,1.474021064e-05,1.564179758e-10,18,100,Methane
18.831,1.475772933e-05,1.564239016e-10,18,100,Methane
19.068,1.487077589e-05,1.5535076e-10,18,100,Methane
19.305,1.473925749e-05,1.557934337e-10,18,100,Methane
19.542,1.471512132e-05,1.580514886e-10,18,100,Methane
19.779,1.462089585e-05,1.546071882e-10,18,100,Methane
20.015,1.471867017e-05,1.586463599e-10,18,100,Methane
20.252,1.473749762e-05,1.566728552e-10,18,100,Methane
20.489,1.473413977e-05,1.580506975e-10,18,100,Methane
20.726,1.471989253e-05,1.577763337e-10,18,100,Methane
20.963,1.480195351e-05,1.570053393e-10,18,100,Methane
21.199,1.458059887e-05,1.572816599e-10,18,100,Methane
21.436,1.479284765e-05,1.558719265e-10,18,100,Methane
21.673,1.472052099e-05,1.562958374e-10,18,100,Methane
21.91,1.469148083e-05,1.578013692e-10,18,100,Methane
22.147,1.471946416e-05,1.576082737e-10,18,100,Methane
22.383,1.474148576e-05,1.577954573e-10,18,100,Methane
22.62,1.482137304e-05,1.560660906e-10,18,100,Methane
22.857,1.472451277e-05,1.585532261e-10,18,100,Methane
23.094,1.471575251e-05,1.572103836e-10,18,100,Methane
23.331,1.472846543e-05,1.559605362e-10,18,100,Methane
23.567,1.47375431e-05,1.553199791e-10,18,100,Methane
23.804,1.483859887e-05,1.544410017e-10,18,100,Methane
24.041,1.473530028e-05,1.560548635e-10,18,100,Methane
24.278,1.488174257e-05,1.591736742e-10,18,100,Methane
24.515,1.471327596e-05,1.576948433e-10,18,100,Methane
24.751,1.479591265e-05,1.586159259e-10,18,100,Methane
24.988,1.474896726e-05,1.566839852e-10,18,100,Methane
25.225,1.474640612e-05,1.583894543e-10,18,100,Methane
25.462,1.473527482e-05,1.586527715e-10,18,100,Methane
25.699,1.481219351e-05,1.562892732e-10,18,100,Methane
25.935,1.457385224e-05,1.592557614e-10,18,100,Methane
26.172,1.46221555e-05,1.576270087e-10,18,100,Methane
26.409,1.471427368e-05,1.561481916e-10,18,100,Methane
26.646,1.473364046e-05,1.576270503e-10,18,100,Methane
26.883,1.479744424e-05,1.574090858e-10,18,100,Methane
27.119,1.475375848e-05,1.575334863e-10,18,100,Methane
27.356,1.472592885e-05,1.544998296e-10,18,100,Methane
27.593,1.470922962e-05,1.559770785e-10,18,100,Methane
27.83,1.473494558e-05,1.538831007e-10,18,100,Methane
28.067,1.47464134e-05,1.574496644e-10,18,100,Methane
28.303,1.476722809e-05,1.565466229e-10,18,100,Methane
28.54,1.471528503e-05,1.574309155e-10,18,100,Methane
28.777,1.476018133e-05,1.572581232e-10,18,100,Methane
29.014,1.474416331e-05,1.572784541e-10,18,100,Methane
29.251,1.486945439e-05,1.581854925e-10,18,100,Methane
29.487,1.481546133e-05,1.558315421e-10,18,100,Methane
29.724,1.490002705e-05,1.5953458e-10,18,100,Methane
29.961,1.480481751e-05,1.575659325e-10,18,100,Methane
30.198,1.472666099e-05,1.54537147e-10,18,100,Methane
30.435,1.472835629e-05,1.561325097e-10,18,100,Methane
30.671,1.48027666e-05,1.581433318e-10,18,100,Methane
30.908,1.478351351e-05,1.570378827e-10,18,100,Methane
31.145,1.476532725e-05,1.556817869e-10,18,100,Methane
31.382,1.473014254e-05,1.559859464e-10,18,100,Methane
31.619,1.481050276e-05,1.56225588e-10,18,100,Methane
31.855,1.47797291e-05,1.56020516e-10,18,100,Methane
32.092,1.486307792e-05,1.568882108e-10,18,100,Methane
32.329,1.479903858e-05,1.548769724e-10,18,100,Methane
32.566,1.481520212e-05,1.579620046e-10,18,100,Methane
32.803,1.475247609e-05,1.573124547e-10,18,100,Methane
33.039,1.471524047e-05,1.573160768e-10,18,100,Methane
33.276,1.475850058e-05,1.567723312e-10,18,100,Methane
33.513,1.47735218e-05,1.543381672e-10,18,100,Methane
33.75,1.479529328e-05,1.530729293e-10,18,100,Methane
33.987,1.477400201e-05,1.553097373e-10,18,100,Methane
34.223,1.482463722e-05,1.555202356e-10,18,100,Methane
34.46,1.47710889e-05,1.579008591e-10,18,100,Methane
34.697,1.472825898e-05,1.562684565e-10,18,100,Methane
34.934,1.471482665e-05,1.573380454e-10,18,100,Methane
35.171,1.487690497e-05,1.546194006e-10,18,100,Methane
35.407,1.460720796e-05,1.58351221e-10,18,100,Methane
35.644,1.483230426e-05,1.585204468e-10,18,100,Methane
35.881,1.47761757e-05,1.590766963e-10,18,100,Methane
36.118,1.489846181e-05,1.564602892e-10,18,100,Methane
36.355,1.472476924e-05,1.564875868e-10,18,100,Methane
36.591,1.472780787e-05,1.562264623e-10,18,100,Methane
36.828,1.474453893e-05,1.553818046e-10,18,100,Methane
37.065,1.475520367e-05,1.541976546e-10,18,100,Methane
37.302,1.479049661e-05,1.589705312e-10,18,100,Methane
37.539,1.483310098e-05,1.582317055e-10,18,100,Methane
37.775,1.458085353e-05,1.559254531e-10,18,100,Methane
38.012,1.461813918e-05,1.571515973e-10,18,100,Methane
38.249,1.472332679e-05,1.573630254e-10,18,100,Methane
38.486,1.474189321e-05,1.5827753e-10,18,100,Methane
38.723,1.465991227e-05,1.550441442e-10,18,100,Methane
38.959,1.467148377e-05,1.571563435e-10,18,100,Methane
39.196,1.470854295e-05,1.550578554e-10,18,100,Methane
39.433,1.470972074e-05,1.569962216e-10,18,100,Methane
39.67,1.473727843e-05,1.582380477e-10,18,100,Methane
39.907,1.474852888e-05,1.582960985e-10,18,100,Methane
40.143,1.474102919e-05,1.578520648e-10,18,100,Methane
40.38,1.476171292e-05,1.587848603e-10,18,100,Methane
40.617,1.46966504e-05,1.581752229e-10,18,100,Methane
40.854,1.475247427e-05,1.566387436e-10,18,100,Methane
41.091,1.487117152e-05,1.54099955e-10,18,100,Methane
41.327,1.479109142e-05,1.550640727e-10,18,100,Methane
41.564,1.486772089e-05,1.550764933e-10,18,100,Methane
41.801,1.475397039e-05,1.560272467e-10,18,100,Methane
42.038,1.474890814e-05,1.539995909e-10,18,100,Methane
42.275,1.486825295e-05,1.531913901e-10,18,100,Methane
42.511,1.458201859e-05,1.560479662e-10,18,100,Methane
42.748,1.461916145e-05,1.560336027e-10,18,100,Methane
42.985,1.470443385e-05,1.56860136e-10,18,100,Methane
43.222,1.470012194e-05,1.566035357e-10,18,100,Methane
43.459,1.485889243e-05,1.544718659e-10,18,100,Methane
43.695,1.457629241e-05,1.55719479e-10,18,100,Methane
43.932,1.463633544e-05,1.549441547e-10,18,100,Methane
44.169,1.473759494e-05,1.542700551e-10,18,100,Methane
44.406,1.487644113e-05,1.55410948e-10,18,100,Methane
44.643,1.470706593e-05,1.579075343e-10,18,100,Methane
44.879,1.466102003e-05,1.568799812e-10,18,100,Methane
45.116,1.469877225e-05,1.541298755e-10,18,100,Methane
45.353,1.48423087e-05,1.55294666e-10,18,100,Methane
45.59,1.477814385e-05,1.538759675e-10,18,100,Methane
45.827,1.472639542e-05,1.542993511e-10,18,100,Methane
46.063,1.474183409e-05,1.542094369e-10,18,100,Methane
46.3,1.474983037e-05,1.569242791e-10,18,100,Methane
46.537,1.480542869e-05,1.560637453e-10,18,100,Methane
46.774,1.472750773e-05,1.551789947e-10,18,100,Methane
47.011,1.471567612e-05,1.581955261e-10,18,100,Methane
47.247,1.473304383e-05,1.541105021e-10,18,100,Methane
47.484,1.475072895e-05,1.558450868e-10,18,100,Methane
47.721,1.478980994e-05,1.564808561e-10,18,100,Methane
47.958,1.471849919e-05,1.569382818e-10,18,100,Methane
48.195,1.483997858e-05,1.557007023e-10,18,100,Methane
48.431,1.478762351e-05,1.535364197e-10,18,100,Methane
48.668,1.47152241e-05,1.547342116e-10,18,100,Methane
48.905,1.470500865e-05,1.554737172e-10,18,100,Methane
49.142,1.468380651e-05,1.546008599e-10,18,100,Methane
49.379,1.472110125e-05,1.561056701e-10,18,100,Methane
49.615,1.468702339e-05,1.54449023e-10,18,100,Methane
49.852,1.480754872e-05,1.572042774e-10,18,100,Methane
50.089,1.470557436e-05,1.560755136e-10,18,100,Methane
50.326,1.470076677e-05,1.560021973e-10,18,100,Methane
50.563,1.475851514e-05,1.569553237e-10,18,100,Methane
50.799,1.475597037e-05,1.559673224e-10,18,100,Methane
51.036,1.466229332e-05,1.564258723e-10,18,100,Methane
51.273,1.471167525e-05,1.567359575e-10,18,100,Methane
51.51,1.471737323e-05,1.579210512e-10,18,100,Methane
51.747,1.472070016e-05,1.54941171e-10,18,100,Methane
51.983,1.465769583e-05,1.528950161e-10,18,100,Methane
52.22,1.469074414e-05,1.549875644e-10,18,100,Methane
52.457,1.465676451e-05,1.532935029e-10,18,100,Methane
52.694,1.468879782e-05,1.522284382e-10,18,100,Methane
52.931,1.468209939e-05,1.541028971e-10,18,100,Methane
53.167,1.474380406e-05,1.552991347e-10,18,100,Methane
53.404,1.471078667e-05,1.553136925e-10,18,100,Methane
53.641,1.476026682e-05,1.550705397e-10,18,100,Methane
53.878,1.469531253e-05,1.524951415e-10,18,100,Methane
54.115,1.471387804e-05,1.552149381e-10,18,100,Methane
54.351,1.471753876e-05,1.572375286e-10,18,100,Methane
54.588,1.469860035e-05,1.544906703e-10,18,100,Methane
54.825,1.476582929e-05,1.573029623e-10,18,100,Methane
55.062,1.467983202e-05,1.561525353e-10,18,100,Methane
55.299,1.476961734e-05,1.572766778e-10,18,100,Methane
55.535,1.454970607e-05,1.550375106e-10,18,100,Methane
55.772,1.457360941e-05,1.566715507e-10,18,100,Methane
56.009,1.463193985e-05,1.566880237e-10,18,100,Methane
56.246,1.469423933e-05,1.569851055e-10,18,100,Methane
56.483,1.474862347e-05,1.548473155e-10,18,100,Methane
56.719,1.47042656e-05,1.545872874e-10,18,100,Methane
56.956,1.469274594e-05,1.562691782e-10,18,100,Methane
57.193,1.470842017e-05,1.535638838e-10,18,100,Methane
57.43,1.474790042e-05,1.573606939e-10,18,100,Methane
57.667,1.471913038e-05,1.532046157e-10,18,100,Methane
57.903,1.48444733e-05,1.566109881e-10,18,100,Methane
58.14,1.471000269e-05,1.535310212e-10,18,100,Methane
58.377,1.473424163e-05,1.524280147e-10,18,100,Methane
58.614,1.468256596e-05,1.535746808e-10,18,100,Methane
58.851,1.470725056e-05,1.549824019e-10,18,100,Methane
59.087,1.468794744e-05,1.546221484e-10,18,100,Methane
59.324,1.471092855e-05,1.568688096e-10,18,100,Methane
59.561,1.471093674e-05,1.558192048e-10,18,100,Methane
59.798,1.481307936e-05,1.519287196e-10,18,100,Methane
60.035,1.473480188e-05,1.552100531e-10,18,100,Methane
60.271,1.467063339e-05,1.548220441e-10,18,100,Methane
60.508,1.470557982e-05,1.543653122e-10,18,100,Methane
60.745,1.472823715e-05,1.534930794e-10,18,100,Methane
60.982,1.483457072e-05,1.5301517e-10,18,100,Methane
61.219,1.464320576e-05,1.582043663e-10,18,100,Methane
61.455,1.468586106e-05,1.574246428e-10,18,100,Methane
61.692,1.468739629e-05,1.540598482e-10,18,100,Methane
61.929,1.464417073e-05,1.5290888e-10,18,100,Methane
62.166,1.469941981e-05,1.544752659e-10,18,100,Methane
62.403,1.470733059e-05,1.542918432e-10,18,100,Methane
62.639,1.473125667e-05,1.553613349e-10,18,100,Methane
62.876,1.470122152e-05,1.540045869e-10,18,100,Methane
63.113,1.474400779e-05,1.522701548e-10,18,100,Methane
63.35,1.470836833e-05,1.549246148e-10,18,100,Methane
63.587,1.47595747e-05,1.535220423e-10,18,100,Methane
63.823,1.471071209e-05,1.531465788e-10,18,100,Methane
64.06,1.469534436e-05,1.554405216e-10,18,100,Methane
64.297,1.478424292e-05,1.531517552e-10,18,100,Methane
64.534,1.473968132e-05,1.538296573e-10,18,100,Methane
64.771,1.471731684e-05,1.529028987e-10,18,100,Methane
65.007,1.474253349e-05,1.550528456e-10,18,100,Methane
65.244,1.47470555e-05,1.488478368e-10,18,100,Methane
65.481,1.485154007e-05,1.528568938e-10,18,100,Methane
65.718,1.478149807e-05,1.536111793e-10,18,100,Methane
65.955,1.471732594e-05,1.532387828e-10,18,100,Methane
66.191,1.473909015e-05,1.523629972e-10,18,100,Methane
66.428,1.4732821e-05,1.548129125e-10,18,100,Methane
66.665,1.484582208e-05,1.547690587e-10,18,100,Methane
66.902,1.475720273e-05,1.542466987e-10,18,100,Methane
67.139,1.479583534e-05,1.551688777e-10,18,100,Methane
67.375,1.455326674e-05,1.541380079e-10,18,100,Methane
67.612,1.476769648e-05,1.542290323e-10,18,100,Methane
67.849,1.468504252e-05,1.52592855e-10,18,100,Methane
68.086,1.467966194e-05,1.540241684e-10,18,100,Methane
68.323,1.473210341e-05,1.559295609e-10,18,100,Methane
68.559,1.479781804e-05,1.564073732e-10,18,100,Methane
68.796,1.473700468e-05,1.550799211e-10,18,100,Methane
69.033,1.468454684e-05,1.530122556e-10,18,100,Methane
69.27,1.46883649e-05,1.547237061e-10,18,100,Methane
69.507,1.4761702e-05,1.558899676e-10,18,100,Methane
69.743,1.45439808e-05,1.523341592e-10,18,100,Methane
69.98,1.459689793e-05,1.550436168e-10,18,100,Methane
70.217,1.465112564e-05,1.541713562e-10,18,100,Methane
70.454,1.469533345e-05,1.549905065e-10,18,100,Methane
70.691,1.473710472e-05,1.553059903e-10,18,100,Methane
70.927,1.473761586e-05,1.540045452e-10,18,100,Methane
71.164,1.47118617e-05,1.528128596e-10,18,100,Methane
71.401,1.467359925e-05,1.5427018e-10,18,100,Methane
71.638,1.472098393e-05,1.516429898e-10,18,100,Methane
71.875,1.480988794e-05,1.539101485e-10,18,100,Methane
72.111,1.456356676e-05,1.560059304e-10,18,100,Methane
72.348,1.464247998e-05,1.559678914e-10,18,100,Methane
72.585,1.473604516e-05,1.54400645e-10,18,100,Methane
72.822,1.471965243e-05,1.517260206e-10,18,100,Methane
73.059,1.466072172e-05,1.550246875e-10,18,100,Methane
73.295,1.469497238e-05,1.536915595e-10,18,100,Methane
73.532,1.472892745e-05,1.547149631e-10,18,100,Methane
73.769,1.48434865e-05,1.549012307e-10,18,100,Methane
74.006,1.479468574e-05,1.560776924e-10,18,100,Methane
74.243,1.471664291e-05,1.543252193e-10,18,100,Methane
74.479,1.471866653e-05,1.520118614e-10,18,100,Methane
74.716,1.472984059e-05,1.519914472e-10,18,100,Methane
74.953,1.47256842e-05,1.542944522e-10,18,100,Methane
75.19,1.470770076e-05,1.538063427e-10,18,100,Methane
75.427,1.472830627e-05,1.527877685e-10,18,100,Methane
75.663,1.471637279e-05,1.540876593e-10,18,100,Methane
75.9,1.47507817e-05,1.535365723e-10,18,100,Methane
76.137,1.476063335e-05,1.550193446e-10,18,100,Methane
76.374,1.477145088e-05,1.545039791e-10,18,100,Methane
76.611,1.478429931e-05,1.529854715e-10,18,100,Methane
76.847,1.487921327e-05,1.546190537e-10,18,100,Methane
77.084,1.475398039e-05,1.546067163e-10,18,100,Methane
77.321,1.48864865e-05,1.546913292e-10,18,100,Methane
77.558,1.482107746e-05,1.539694344e-10,18,100,Methane
77.795,1.477750266e-05,1.547145329e-10,18,100,Methane
78.031,1.477765454e-05,1.550702206e-10,18,100,Methane
78.268,1.475246881e-05,1.554412987e-10,18,100,Methane
78.505,1.471479845e-05,1.523789289e-10,18,100,Methane
78.742,1.476357102e-05,1.531742233e-10,18,100,Methane
78.979,1.478037029e-05,1.539034594e-10,18,100,Methane
79.215,1.490549766e-05,1.535922778e-10,18,100,Methane
79.452,1.474608234e-05,1.561145518e-10,18,100,Methane
79.689,1.478655759e-05,1.523737247e-10,18,100,Methane
79.926,1.477033038e-05,1.556517137e-10,18,100,Methane
80.163,1.487430018e-05,1.550435752e-10,18,100,Methane
80.399,1.460170279e-05,1.523565579e-10,18,100,Methane
80.636,1.467041329e-05,1.522780513e-10,18,100,Methane
80.873,1.475190584e-05,1.538484756e-10,18,100,Methane
81.11,1.475179397e-05,1.530123805e-10,18,100,Methane
81.347,1.480461196e-05,1.530709032e-10,18,100,Methane
81.583,1.474899e-05,1.528887295e-10,18,100,Methane
81.82,1.477206297e-05,1.527565852e-10,18,100,Methane
82.057,1.47667597e-05,1.532992761e-10,18,100,Methane
82.294,1.476321358e-05,1.52366772e-10,18,100,Methane
82.531,1.477040769e-05,1.538767308e-10,18,100,Methane
82.767,1.47888295e-05,1.550835849e-10,18,100,Methane
83.004,1.47941355e-05,1.533596722e-10,18,100,Methane
83.241,1.48254494e-05,1.535719746e-10,18,100,Methane
83.478,1.475329645e-05,1.508133618e-10,18,100,Methane
83.715,1.479897128e-05,1.527350607e-10,18,100,Methane
83.951,1.477678143e-05,1.512450998e-10,18,100,Methane
84.188,1.489135684e-05,1.527052651e-10,18,100,Methane
84.425,1.475128829e-05,1.512924785e-10,18,100,Methane
84.662,1.475733916e-05,1.511669401e-10,18,100,Methane
84.899,1.466300091e-05,1.504172759e-10,18,100,Methane
85.135,1.470323605e-05,1.523525472e-10,18,100,Methane
85.372,1.472255281e-05,1.523639409e-10,18,100,Methane
85.609,1.478909144e-05,1.54543045e-10,18,100,Methane
85.846,1.475406862e-05,1.514294384e-10,18,100,Methane
86.083,1.47710598e-05,1.541358569e-10,18,100,Methane
86.319,1.475540103e-05,1.526359039e-10,18,100,Methane
86.556,1.474291093e-05,1.514300491e-10,18,100,Methane
86.793,1.477921614e-05,1.527838689e-10,18,100,Methane
87.03,1.475053978e-05,1.532168004e-10,18,100,Methane
87.267,1.487498594e-05,1.539795236e-10,18,100,Methane
87.503,1.479300408e-05,1.532912547e-10,18,100,Methane
87.74,1.474363671e-05,1.527440258e-10,18,100,Methane
87.977,1.471660289e-05,1.55268326e-10,18,100,Methane
88.214,1.471766154e-05,1.52610341e-10,18,100,Methane
88.451,1.475649242e-05,1.52933971e-10,18,100,Methane
88.687,1.471753876e-05,1.53271229e-10,18,100,Methane
88.924,1.47479077e-05,1.541024947e-10,18,100,Methane
89.161,1.475881618e-05,1.5232203e-10,18,100,Methane
89.398,1.49045336e-05,1.505283953e-10,18,100,Methane
89.635,1.472688655e-05,1.529148197e-10,18,100,Methane
89.871,1.471035739e-05,1.510115089e-10,18,100,Methane
90.108,1.475634326e-05,1.523951382e-10,18,100,Methane
90.345,1.47628316e-05,1.512989178e-10,18,100,Methane
90.582,1.488065391e-05,1.517283382e-10,18,100,Methane
90.819,1.482255175e-05,1.516816395e-10,18,100,Methane
91.055,1.484292716e-05,1.500606306e-10,18,100,Methane
91.292,1.474588771e-05,1.497373892e-10,18,100,Methane
91.529,1.46817265e-05,1.522106746e-10,18,100,Methane
91.766,1.474846522e-05,1.528207977e-10,18,100,Methane
92.003,1.475491536e-05,1.510931935e-10,18,100,Methane
92.239,1.477724891e-05,1.55157262e-10,18,100,Methane
92.476,1.474569581e-05,1.530652965e-10,18,100,Methane
92.713,1.479933326e-05,1.532975274e-10,18,100,Methane
92.95,1.475216231e-05,1.517438397e-10,18,100,Methane
93.187,1.47472083e-05,1.521690274e-10,18,100,Methane
93.423,1.470195366e-05,1.510924164e-10,18,100,Methane
93.66,1.471951691e-05,1.507921982e-10,18,100,Methane
93.897,1.478136619e-05,1.537332206e-10,18,100,Methane
94.134,1.471082487e-05,1.522056231e-10,18,100,Methane
94.371,1.475037243e-05,1.541410055e-10,18,100,Methane
94.607,1.472569966e-05,1.536528543e-10,18,100,Methane
94.844,1.484640052e-05,1.540289563e-10,18,100,Methane
95.081,1.473752218e-05,1.517216908e-10,18,100,Methane
95.318,1.487541067e-05,1.547002387e-10,18,100,Methane
95.555,1.479523962e-05,1.520311516e-10,18,100,Methane
95.791,1.489772694e-05,1.510449404e-10,18,100,Methane
96.028,1.473703469e-05,1.544397943e-10,18,100,Methane
96.265,1.472460917e-05,1.506724884e-10,18,100,Methane
96.502,1.472540953e-05,1.529648908e-10,18,100,Methane
96.739,1.474770488e-05,1.536729355e-10,18,100,Methane
96.975,1.481391064e-05,1.533936311e-10,18,100,Methane
97.212,1.479548337e-05,1.530810201e-10,18,100,Methane
97.449,1.471955875e-05,1.528597526e-10,18,100,Methane
97.686,1.475592489e-05,1.499733671e-10,18,100,Methane
97.923,1.477141177e-05,1.535225003e-10,18,100,Methane
98.159,1.470106417e-05,1.517922732e-10,18,100,Methane
98.396,1.469176823e-05,1.520471804e-10,18,100,Methane
98.633,1.465589867e-05,1.537823341e-10,18,100,Methane
98.87,1.471108499e-05,1.525330695e-10,18,100,Methane
99.107,1.473202792e-05,1.528396021e-10,18,100,Methane
99.343,1.486342808e-05,1.524009391e-10,18,100,Methane
99.58,1.471185078e-05,1.546792139e-10,18,100,Methane
99.817,1.473491375e-05,1.556190871e-10,18,100,Methane
100.054,1.487118971e-05,1.531549054e-10,18,100,Methane
100.291,1.470831285e-05,1.540789857e-10,18,100,Methane
100.527,1.483548203e-05,1.528591281e-10,18,100,Methane
100.764,1.469383005e-05,1.531039046e-10,18,100,Methane
101.001,1.470150164e-05,1.549246842e-10,18,100,Methane
101.238,1.472551685e-05,1.536592797e-10,18,100,Methane
101.475,1.47737328e-05,1.515153003e-10,18,100,Methane
101.711,1.456276186e-05,1.533632527e-10,18,100,Methane
101.948,1.464945944e-05,1.520637782e-10,18,100,Methane
102.185,1.475352929e-05,1.52545504e-10,18,100,Methane
102.422,1.468420305e-05,1.525850973e-10,18,100,Methane
102.659,1.471455471e-05,1.537257266e-10,18,100,Methane
102.895,1.470769075e-05,1.487456269e-10,18,100,Methane
103.132,1.470057668e-05,1.523445536e-10,18,100,Methane
103.369,1.473723023e-05,1.524014942e-10,18,100,Methane
103.606,1.472660824e-05,1.52997795e-10,18,100,Methane
103.843,1.472653184e-05,1.530842814e-10,18,100,Methane
104.079,1.471778069e-05,1.536294009e-10,18,100,Methane
104.316,1.469160634e-05,1.493816876e-10,18,100,Methane
104.553,1.467397215e-05,1.508716208e-10,18,100,Methane
104.79,1.470484676e-05,1.530040677e-10,18,100,Methane
105.027,1.46962966e-05,1.53372065e-10,18,100,Methane
105.263,1.485386929e-05,1.516037434e-10,18,100,Methane
105.5,1.477816477e-05,1.512903275e-10,18,100,Methane
105.737,1.468792743e-05,1.515294418e-10,18,100,Methane
105.974,1.469879408e-05,1.516254761e-10,18,100,Methane
106.211,1.472846452e-05,1.515913506e-10,18,100,Methane
106.447,1.469559538e-05,1.511536035e-10,18,100,Methane
106.684,1.467286256e-05,1.513193737e-10,18,100,Methane
106.921,1.475530098e-05,1.52195645e-10,18,100,Methane
107.158,1.469832841e-05,1.513642961e-10,18,100,Methane
107.395,1.472473286e-05,1.494634139e-10,18,100,Methane
107.631,1.472626082e-05,1.498677571e-10,18,100,Methane
107.868,1.47288647e-05,1.498110525e-10,18,100,Methane
108.105,1.476802299e-05,1.520840121e-10,18,100,Methane
